discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,year
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,BRONZE,GameTeam,Norway,,Norway,NOR,2022
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,BRONZE,Athlete,,James CRAWFORD,Canada,CAN,2022
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,GOLD,Athlete,,Johannes STROLZ,Austria,AUT,2022
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,SILVER,Athlete,,Aleksander Aamodt KILDE,Norway,NOR,2022
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,BRONZE,Athlete,,Mathieu FAIVRE,France,FRA,2022
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,SILVER,Athlete,,Zan KRANJEC,Slovenia,SLO,2022
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,GOLD,Athlete,,Marco ODERMATT,Switzerland,SUI,2022
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,SILVER,Athlete,,Federica BRIGNONE,Italy,ITA,2022
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,BRONZE,Athlete,,Lara GUT - BEHRAMI,Switzerland,SUI,2022
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,GOLD,Athlete,,Sara HECTOR,Sweden,SWE,2022
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,BRONZE,Athlete,,Federica BRIGNONE,Italy,ITA,2022
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,SILVER,Athlete,,Wendy HOLDENER,Switzerland,SUI,2022
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,GOLD,Athlete,,Michelle GISIN,Switzerland,SUI,2022
Alpine Skiing,beijing-2022,Women's Slalom,Women,GOLD,Athlete,,Petra VLHOVA,Slovakia,SVK,2022
Alpine Skiing,beijing-2022,Women's Slalom,Women,BRONZE,Athlete,,Wendy HOLDENER,Switzerland,SUI,2022
Alpine Skiing,beijing-2022,Women's Slalom,Women,SILVER,Athlete,,Katharina LIENSBERGER,Austria,AUT,2022
Skeleton,beijing-2022,Women,Women,SILVER,Athlete,,Jackie NARRACOTT,Australia,AUS,2022
Skeleton,beijing-2022,Women,Women,GOLD,Athlete,,Hannah NEISE,Germany,GER,2022
Skeleton,beijing-2022,Women,Women,BRONZE,Athlete,,Kimberley BOS,Netherlands,NED,2022
Skeleton,beijing-2022,Men,Men,SILVER,Athlete,,Axel JUNGK,Germany,GER,2022
Skeleton,beijing-2022,Men,Men,BRONZE,Athlete,,Wengang YAN,People's Republic of China,CHN,2022
Skeleton,beijing-2022,Men,Men,GOLD,Athlete,,Christopher GROTHEER,Germany,GER,2022
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,SILVER,Athlete,,Maja DAHLQVIST,Sweden,SWE,2022
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,BRONZE,Athlete,,Jessica DIGGINS,United States of America,USA,2022
Cross Country Skiing,beijing-2022,Women's Sprint Free,Women,GOLD,Athlete,,Jonna SUNDLING,Sweden,SWE,2022
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Germany,Katharina HENNIG,Germany,GER,2022
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Germany,Victoria CARL,Germany,GER,2022
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Sweden,Maja DAHLQVIST,Sweden,SWE,2022
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Sweden,Jonna SUNDLING,Sweden,SWE,2022
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,ROC,Yulia STUPAK,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,ROC,Natalia NEPRYAEVA,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Norway,Erik VALNES,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Norway,Johannes Hoesflot KLAEBO,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Finland,Iivo NISKANEN,Finland,FIN,2022
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Finland,Joni MAEKI,Finland,FIN,2022
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,ROC,Alexander BOLSHUNOV,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,ROC,Alexander TERENTEV,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,GOLD,Athlete,,Alexander BOLSHUNOV,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,SILVER,Athlete,,Denis SPITSOV,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,BRONZE,Athlete,,Iivo NISKANEN,Finland,FIN,2022
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,GOLD,GameTeam,ROC,,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,SILVER,GameTeam,Norway,,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Men's 4 x 10km Relay,Men,BRONZE,GameTeam,France,,France,FRA,2022
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,BRONZE,Athlete,,Teresa STADLOBER,Austria,AUT,2022
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,SILVER,Athlete,,Natalia NEPRYAEVA,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Women's 7.5km + 7.5km Skiathlon,Women,GOLD,Athlete,,Therese JOHAUG,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,SILVER,Athlete,,Jessica DIGGINS,United States of America,USA,2022
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,BRONZE,Athlete,,Kerttu NISKANEN,Finland,FIN,2022
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,GOLD,Athlete,,Therese JOHAUG,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,GOLD,Athlete,,Therese JOHAUG,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,SILVER,Athlete,,Kerttu NISKANEN,Finland,FIN,2022
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,BRONZE,Athlete,,Krista PARMAKOSKI,Finland,FIN,2022
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,GOLD,Athlete,,Alexander BOLSHUNOV,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,SILVER,Athlete,,Ivan YAKIMUSHKIN,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,BRONZE,Athlete,,Simen Hegstad KRUEGER,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,GOLD,Athlete,,Iivo NISKANEN,Finland,FIN,2022
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,BRONZE,Athlete,,Johannes Hoesflot KLAEBO,Norway,NOR,2022
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,SILVER,Athlete,,Alexander BOLSHUNOV,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,GOLD,GameTeam,ROC,,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,SILVER,GameTeam,Germany,,Germany,GER,2022
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,BRONZE,GameTeam,Sweden,,Sweden,SWE,2022
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,SILVER,Athlete,,Federico PELLEGRINO,Italy,ITA,2022
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,BRONZE,Athlete,,Alexander TERENTEV,ROC,ROC,2022
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,GOLD,Athlete,,Johannes Hoesflot KLAEBO,Norway,NOR,2022
Speed skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,,Min Seok KIM,Republic of Korea,KOR,2022
Speed skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,,Kjeld NUIS,Netherlands,NED,2022
Speed skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,,Thomas KROL,Netherlands,NED,2022
Speed skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,,Jutta LEERDAM,Netherlands,NED,2022
Speed skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,,Miho TAKAGI,Japan,JPN,2022
Speed skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,,Brittany BOWE,United States of America,USA,2022
Speed skating,beijing-2022,Women's Team Pursuit,Women,GOLD,GameTeam,Canada,,Canada,CAN,2022
Speed skating,beijing-2022,Women's Team Pursuit,Women,SILVER,GameTeam,Japan,,Japan,JPN,2022
Speed skating,beijing-2022,Women's Team Pursuit,Women,BRONZE,GameTeam,Netherlands,,Netherlands,NED,2022
Speed skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,,Laurent DUBREUIL,Canada,CAN,2022
Speed skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,,Havard LORENTZEN,Norway,NOR,2022
Speed skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,,Thomas KROL,Netherlands,NED,2022
Speed skating,beijing-2022,Women's Mass Start,Women,BRONZE,Athlete,,Francesca LOLLOBRIGIDA,Italy,ITA,2022
Speed skating,beijing-2022,Women's Mass Start,Women,SILVER,Athlete,,Ivanie BLONDIN,Canada,CAN,2022
Speed skating,beijing-2022,Women's Mass Start,Women,GOLD,Athlete,,Irene SCHOUTEN,Netherlands,NED,2022
Speed skating,beijing-2022,Men's 5000m,Men,SILVER,Athlete,,Patrick ROEST,Netherlands,NED,2022
Speed skating,beijing-2022,Men's 5000m,Men,GOLD,Athlete,,Nils VAN DER POEL,Sweden,SWE,2022
Speed skating,beijing-2022,Men's 5000m,Men,BRONZE,Athlete,,Hallgeir ENGEBRAATEN,Norway,NOR,2022
Speed skating,beijing-2022,Women's 5000m,Women,BRONZE,Athlete,,Martina SABLIKOVA,Czech Republic,CZE,2022
Speed skating,beijing-2022,Women's 5000m,Women,SILVER,Athlete,,Isabelle WEIDEMANN,Canada,CAN,2022
Speed skating,beijing-2022,Women's 5000m,Women,GOLD,Athlete,,Irene SCHOUTEN,Netherlands,NED,2022
Speed skating,beijing-2022,Women's 3000m,Women,BRONZE,Athlete,,Isabelle WEIDEMANN,Canada,CAN,2022
Speed skating,beijing-2022,Women's 3000m,Women,SILVER,Athlete,,Francesca LOLLOBRIGIDA,Italy,ITA,2022
Speed skating,beijing-2022,Women's 3000m,Women,GOLD,Athlete,,Irene SCHOUTEN,Netherlands,NED,2022
Speed skating,beijing-2022,Men's 10000m,Men,BRONZE,Athlete,,Davide GHIOTTO,Italy,ITA,2022
Speed skating,beijing-2022,Men's 10000m,Men,GOLD,Athlete,,Nils VAN DER POEL,Sweden,SWE,2022
Speed skating,beijing-2022,Men's 10000m,Men,SILVER,Athlete,,Patrick ROEST,Netherlands,NED,2022
Speed skating,beijing-2022,Men's Mass Start,Men,SILVER,Athlete,,Jaewon CHUNG,Republic of Korea,KOR,2022
Speed skating,beijing-2022,Men's Mass Start,Men,GOLD,Athlete,,Bart SWINGS,Belgium,BEL,2022
Speed skating,beijing-2022,Men's Mass Start,Men,BRONZE,Athlete,,Seung Hoon LEE,Republic of Korea,KOR,2022
Speed skating,beijing-2022,Men's Team Pursuit,Men,GOLD,GameTeam,Norway,,Norway,NOR,2022
Speed skating,beijing-2022,Men's Team Pursuit,Men,SILVER,GameTeam,ROC,,ROC,ROC,2022
Speed skating,beijing-2022,Men's Team Pursuit,Men,BRONZE,GameTeam,United States of America,,United States of America,USA,2022
Speed skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,,Miho TAKAGI,Japan,JPN,2022
Speed skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,,Antoinette DE JONG,Netherlands,NED,2022
Speed skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,,Ireen WÜST,Netherlands,NED,2022
Speed skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,,Erin JACKSON,United States of America,USA,2022
Speed skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,,Angelina GOLIKOVA,ROC,ROC,2022
Speed skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,,Miho TAKAGI,Japan,JPN,2022
Speed skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,,Tingyu GAO,People's Republic of China,CHN,2022
Speed skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,,Min Kyu CHA,Republic of Korea,KOR,2022
Speed skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,,Wataru MORISHIGE,Japan,JPN,2022
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,SILVER,Athlete,,Joergen GRAABAK,Norway,NOR,2022
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,GOLD,Athlete,,Vinzenz GEIGER,Germany,GER,2022
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,BRONZE,Athlete,,Lukas GREIDERER,Austria,AUT,2022
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,BRONZE,Athlete,,Akito WATABE,Japan,JPN,2022
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,GOLD,Athlete,,Joergen GRAABAK,Norway,NOR,2022
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,SILVER,Athlete,,Jens Luraas OFTEBRO,Norway,NOR,2022
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,GOLD,GameTeam,Norway,,Norway,NOR,2022
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,SILVER,GameTeam,Germany,,Germany,GER,2022
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,BRONZE,GameTeam,Japan,,Japan,JPN,2022
Bobsleigh,beijing-2022,4-man,Open,GOLD,GameTeam,Germany,,Germany,GER,2022
Bobsleigh,beijing-2022,4-man,Open,SILVER,GameTeam,Germany,,Germany,GER,2022
Bobsleigh,beijing-2022,4-man,Open,BRONZE,GameTeam,Canada,,Canada,CAN,2022
Bobsleigh,beijing-2022,Women's Monobob,Women,SILVER,Athlete,,Elana MEYERS TAYLOR,United States of America,USA,2022
Bobsleigh,beijing-2022,Women's Monobob,Women,BRONZE,Athlete,,Christine DE BRUIN,Canada,CAN,2022
Bobsleigh,beijing-2022,Women's Monobob,Women,GOLD,Athlete,,Kaillie HUMPHRIES,United States of America,USA,2022
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Germany,Francesco FRIEDRICH,Germany,GER,2022
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Germany,Thorsten MARGIS,Germany,GER,2022
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Germany,Johannes LOCHNER,Germany,GER,2022
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Germany,Florian BAUER,Germany,GER,2022
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Germany,Christoph HAFER,Germany,GER,2022
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Germany,Matthias SOMMER,Germany,GER,2022
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Germany,Laura NOLTE,Germany,GER,2022
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Germany,Deborah LEVI,Germany,GER,2022
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Germany,Mariama JAMANKA,Germany,GER,2022
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Germany,Alexandra BURGHARDT,Germany,GER,2022
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,United States of America,Elana MEYERS TAYLOR,United States of America,USA,2022
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,United States of America,Sylvia HOFFMAN,United States of America,USA,2022
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,Fatima GALVEZ,Spain,ESP,2020
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,Alberto FERNANDEZ,Spain,ESP,2020
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,Alessandra PERILLI,San Marino,SMR,2020
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,Gian Marco BERTI,San Marino,SMR,2020
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,Madelynn Ann BERNAU,United States of America,USA,2020
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,Brian BURROWS,United States of America,USA,2020
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,SILVER,Athlete,,Yulia ZYKOVA,ROC,ROC,2020
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,BRONZE,Athlete,,Yulia KARIMOVA,ROC,ROC,2020
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,GOLD,Athlete,,Nina CHRISTEN,Switzerland,SUI,2020
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,BRONZE,Athlete,,Milenko SEBIC,Serbia,SRB,2020
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,GOLD,Athlete,,Changhong ZHANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,SILVER,Athlete,,Sergey KAMENSKIY,ROC,ROC,2020
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,GOLD,Athlete,,Jean QUIQUAMPOIX,France,FRA,2020
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,SILVER,Athlete,,Leuris PUPO,Cuba,CUB,2020
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,BRONZE,Athlete,,Yuehong LI,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Rifle Men,Men,BRONZE,Athlete,,Haoran YANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Rifle Men,Men,SILVER,Athlete,,Lihao SHENG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Rifle Men,Men,GOLD,Athlete,,William SHANER,United States of America,USA,2020
Shooting,tokyo-2020,10m Air Rifle women,Women,BRONZE,Athlete,,Nina CHRISTEN,Switzerland,SUI,2020
Shooting,tokyo-2020,10m Air Rifle women,Women,GOLD,Athlete,,Qian YANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Rifle women,Women,SILVER,Athlete,,Anastasiia GALASHINA,ROC,ROC,2020
Shooting,tokyo-2020,Trap Men,Men,GOLD,Athlete,,Jiri LIPTAK,Czech Republic,CZE,2020
Shooting,tokyo-2020,Trap Men,Men,SILVER,Athlete,,David KOSTELECKY,Czech Republic,CZE,2020
Shooting,tokyo-2020,Trap Men,Men,BRONZE,Athlete,,Matthew John COWARD HOLLEY,Great Britain,GBR,2020
Shooting,tokyo-2020,Skeet women,Women,SILVER,Athlete,,Diana BACOSI,Italy,ITA,2020
Shooting,tokyo-2020,Skeet women,Women,BRONZE,Athlete,,Meng WEI,People's Republic of China,CHN,2020
Shooting,tokyo-2020,Skeet women,Women,GOLD,Athlete,,Amber ENGLISH,United States of America,USA,2020
Shooting,tokyo-2020,Trap women,Women,BRONZE,Athlete,,Alessandra PERILLI,San Marino,SMR,2020
Shooting,tokyo-2020,Trap women,Women,GOLD,Athlete,,Zuzana STEFECEKOVA,Slovakia,SVK,2020
Shooting,tokyo-2020,Trap women,Women,SILVER,Athlete,,Kayle BROWNING,United States of America,USA,2020
Shooting,tokyo-2020,10m Air Pistol women,Women,GOLD,Athlete,,Vitalina BATSARASHKINA,ROC,ROC,2020
Shooting,tokyo-2020,10m Air Pistol women,Women,SILVER,Athlete,,Antoaneta BONEVA,Bulgaria,BUL,2020
Shooting,tokyo-2020,10m Air Pistol women,Women,BRONZE,Athlete,,Ranxin JIANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Qian YANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Haoran YANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,Mary Carolynn TUCKER,United States of America,USA,2020
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,Lucas KOZENIESKY,United States of America,USA,2020
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,ROC 2,Yulia KARIMOVA,ROC,ROC,2020
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,ROC 2,Sergey KAMENSKIY,ROC,ROC,2020
Shooting,tokyo-2020,25m Pistol Women,Women,BRONZE,Athlete,,Jiaruixuan XIAO,People's Republic of China,CHN,2020
Shooting,tokyo-2020,25m Pistol Women,Women,GOLD,Athlete,,Vitalina BATSARASHKINA,ROC,ROC,2020
Shooting,tokyo-2020,25m Pistol Women,Women,SILVER,Athlete,,Minjung KIM,Republic of Korea,KOR,2020
Shooting,tokyo-2020,10m Air Pistol Men,Men,SILVER,Athlete,,Damir MIKEC,Serbia,SRB,2020
Shooting,tokyo-2020,10m Air Pistol Men,Men,BRONZE,Athlete,,Wei PANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Pistol Men,Men,GOLD,Athlete,,Javad FOROUGHI,Islamic Republic of Iran,IRI,2020
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Ranxin JIANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Wei PANG,People's Republic of China,CHN,2020
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,Vitalina BATSARASHKINA,ROC,ROC,2020
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,Artem CHERNOUSOV,ROC,ROC,2020
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,Olena KOSTEVYCH,Ukraine,UKR,2020
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,Oleh OMELCHUK,Ukraine,UKR,2020
Shooting,tokyo-2020,Skeet Men,Men,BRONZE,Athlete,,Abdullah ALRASHIDI,Kuwait,KUW,2020
Shooting,tokyo-2020,Skeet Men,Men,GOLD,Athlete,,Vincent HANCOCK,United States of America,USA,2020
Shooting,tokyo-2020,Skeet Men,Men,SILVER,Athlete,,Jesper HANSEN,Denmark,DEN,2020
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,Zongyuan WANG,People's Republic of China,CHN,2020
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,Siyi XIE,People's Republic of China,CHN,2020
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,Andrew CAPOBIANCO,United States of America,USA,2020
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,Mike HIXON,United States of America,USA,2020
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,Patrick HAUSDING,Germany,GER,2020
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,Lars RUDIGER,Germany,GER,2020
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,Tingmao SHI,People's Republic of China,CHN,2020
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,Han WANG,People's Republic of China,CHN,2020
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,Jennifer ABEL,Canada,CAN,2020
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,Melissa CITRINI BEAULIEU,Canada,CAN,2020
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,Lena HENTSCHEL,Germany,GER,2020
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,Tina PUNZEL,Germany,GER,2020
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,Thomas DALEY,Great Britain,GBR,2020
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,Matty LEE,Great Britain,GBR,2020
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,Yuan CAO,People's Republic of China,CHN,2020
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,Aisen CHEN,People's Republic of China,CHN,2020
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,Aleksandr BONDAR,ROC,ROC,2020
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,Viktor MINIBAEV,ROC,ROC,2020
Diving,tokyo-2020,Men's 3m Springboard,Men,BRONZE,Athlete,,Jack LAUGHER,Great Britain,GBR,2020
Diving,tokyo-2020,Men's 3m Springboard,Men,SILVER,Athlete,,Zongyuan WANG,People's Republic of China,CHN,2020
Diving,tokyo-2020,Men's 3m Springboard,Men,GOLD,Athlete,,Siyi XIE,People's Republic of China,CHN,2020
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,Yuxi CHEN,People's Republic of China,CHN,2020
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,Jiaqi ZHANG,People's Republic of China,CHN,2020
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,Jessica PARRATTO,United States of America,USA,2020
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,Delaney SCHNELL,United States of America,USA,2020
